audio_path,text,duration,source,language
src\autolyrics\data\data\processed\vocals\Cafe_Jenseitz_Bebelstraße_-_kangaroo.musique_0004.wav,gibt es bohle mal und sonst wenn du zur gropri party kommst wo kassierst du 60 euro dann im kaffee jenseits das kaffee führt den mann,25.859999999999985,Cafe_Jenseitz_Bebelstraße_-_kangaroo.musique,de
src\autolyrics\data\data\processed\vocals\Cafe_Jenseitz_Bebelstraße_-_kangaroo.musique_0005.wav,habe mich nicht verstanden ich habe mich verstanden ich habe mich verstanden ich habe mich verstanden ich habe mich verstanden ich habe mich verstanden ich habe mich verstanden ich habe mich verstanden ich habe mich verstanden ich habe mich verstanden ich habe mich verstanden ich habe mich verstanden ich,18.52000000000001,Cafe_Jenseitz_Bebelstraße_-_kangaroo.musique,de
src\autolyrics\data\data\processed\vocals\Cafe_Jenseitz_Bebelstraße_-_kangaroo.musique_0006.wav,habe mich verstanden ich habe mich verstanden das,25.900000000000006,Cafe_Jenseitz_Bebelstraße_-_kangaroo.musique,de
src\autolyrics\data\data\processed\vocals\Cafe_Jenseitz_Bebelstraße_-_kangaroo.musique_0007.wav,habe mich auf die hand geholfen ich habe mich auf die hand geholfen ich habe mich auf die hand geholfen ich habe mich auf die hand geholfen ich habe mich auf die hand geholfen ich habe mich auf die hand geholfen ich habe mich auf die hand geholfen das,24.680000000000007,Cafe_Jenseitz_Bebelstraße_-_kangaroo.musique,de
src\autolyrics\data\data\processed\vocals\Da_wurdest_du_geboren_-_Alice_Tlustos__0000.wav,im dunkel meine seil raste ich dahin suchte nach dem sinn meines lebens voller angst war ich gefangen suchte nach dem ziel,24.619999999999997,Da_wurdest_du_geboren_-_Alice_Tlustos_,de
src\autolyrics\data\data\processed\vocals\Da_wurdest_du_geboren_-_Alice_Tlustos__0001.wav,haste dieses spiel meines lebens wahrheit war mir fremd zu schwer an erkennung geilt denn mein herz war kalt ohne liebe,21.08,Da_wurdest_du_geboren_-_Alice_Tlustos_,de
src\autolyrics\data\data\processed\vocals\Da_wurdest_du_geboren_-_Alice_Tlustos__0002.wav,wieso's da wurdest du gebohnt licht für meine dunkelheit hoff nur meiner kalten seele,21.259999999999998,Da_wurdest_du_geboren_-_Alice_Tlustos_,de
src\autolyrics\data\data\processed\vocals\Da_wurdest_du_geboren_-_Alice_Tlustos__0003.wav,trost in not und leid jeset du hast alles selbst erlebt hass und thron verlassen fütest lieben hasst an dieser welt,23.58,Da_wurdest_du_geboren_-_Alice_Tlustos_,de
src\autolyrics\data\data\processed\vocals\Da_wurdest_du_geboren_-_Alice_Tlustos__0004.wav,du verstehst das tiefste leid blindheit weicht vor dien schenkst ein licht auch mir jesus für dein kommen ehe ich dich myst der het vom all leg,23.680000000000007,Da_wurdest_du_geboren_-_Alice_Tlustos_,de
src\autolyrics\data\data\processed\vocals\Da_wurdest_du_geboren_-_Alice_Tlustos__0005.wav,sich in den stall meines leben jesus du wirst in mir geboren licht für meine dunkelheit hoff,26.960000000000008,Da_wurdest_du_geboren_-_Alice_Tlustos_,de
src\autolyrics\data\data\processed\vocals\Da_wurdest_du_geboren_-_Alice_Tlustos__0006.wav,'n 'er meiner kalten seele trost in not und leid jesus jesus du wirst mir geboren licht für meine dunkelheit,27.619999999999976,Da_wurdest_du_geboren_-_Alice_Tlustos_,de
src\autolyrics\data\data\processed\vocals\Da_wurdest_du_geboren_-_Alice_Tlustos__0007.wav,hast noch meine kalten seele trost in not und leid jesus,14.0,Da_wurdest_du_geboren_-_Alice_Tlustos_,de
src\autolyrics\data\data\processed\vocals\Der_Musiker_-_d-music_0000.wav,ist der erste teil des es ist weit gefehlt dass es immer fehlt wenn der musiker schlägt wenn er im alltag spricht sei es melancholie oder history wenn ich ehrlich bin habe ich das nie diesens magische greifen nach der neuen idee was nur möglich ist mit der guten,27.24,Der_Musiker_-_d-music,de
src\autolyrics\data\data\processed\vocals\Der_Musiker_-_d-music_0001.wav,fee ist eine ideologie von anfang an und genau wie sie ist der gang komponieren und dichten als bräuchte man nur von den mutenberichten so ist es nicht denn wenn alles bricht dann immer doch rückzug zu luk und wug einen song zu schreiben ist keine göttliche kunst ist im doppelten sinne einfach kunst,18.6,Der_Musiker_-_d-music,de
src\autolyrics\data\data\processed\vocals\Der_Musiker_-_d-music_0002.wav,dann profanisch geschehen wie eine schraube drehen mit geduld und mut wird alles gut ich mach musik musik weil es mich schon immer trinkt i'm a musician every day and every week,27.42,Der_Musiker_-_d-music,de
src\autolyrics\data\data\processed\vocals\Der_Musiker_-_d-music_0003.wav,an manchen tagen ist es einfach schwer da wünschte ich mir solche musen daher die mir sagen wie es geht und mich einfach küssen und der song sie schreibt ohne grübe doch den grübel leiden ist auch was schönes dabei dass du suchst und suchst manchmal kräftig flurst keinen ausweg siehst und den trübseln fließt doch du kommst wieder raus mit einem neuen ohrschwanz ja was neues zu hören das es noch nicht gab ist der ganze töne ist der helle tag es ist ein hochgefühl das sich,28.74000000000001,Der_Musiker_-_d-music,de
src\autolyrics\data\data\processed\vocals\Der_Musiker_-_d-music_0004.wav,in der aufstelle dein warmer regen der aus der rauskühlt ganz allein dafür nun der aufwand schon und die neuen töne sind der höchste wir ruuuiiiiinen ich mach musikmusik weil es mich schon in madrid ruuuiiiinen ich,23.72,Der_Musiker_-_d-music,de
src\autolyrics\data\data\processed\vocals\Der_Musiker_-_d-music_0005.wav,ist der in fachen du gemeinsam so und gemeinsam findest ohne dass du dich nur erformen bündest jetzt baue hinein zu vier zu drei oder zwei ist ein geschehen mit göttlichen weinen kommunium engsten sinne eine,20.960000000000008,Der_Musiker_-_d-music,de
src\autolyrics\data\data\processed\vocals\Der_Musiker_-_d-music_0006.wav,einigkeit der ich mich gewinne ich mache musik musik weil es mich schon in matrim ich,20.319999999999993,Der_Musiker_-_d-music,de
src\autolyrics\data\data\processed\vocals\dich_gehen_zu_sehn._-_Wingenbach_Frank_0000.wav,träume den ganzen tag von dir oh bitte glaube mir ich weiß nicht warum du bist so weit weg ich fühle mich wie ein stück dreck ich weiß nicht warum in,27.76,dich_gehen_zu_sehn._-_Wingenbach_Frank,de
src\autolyrics\data\data\processed\vocals\dich_gehen_zu_sehn._-_Wingenbach_Frank_0001.wav,meinem kopf dreht sich alles nur um dich verdammt nochmal lass mich nicht im stich ich liebe ich liebe nur dich ich,21.459999999999994,dich_gehen_zu_sehn._-_Wingenbach_Frank,de
src\autolyrics\data\data\processed\vocals\dich_gehen_zu_sehn._-_Wingenbach_Frank_0002.wav,liebe nur dich du schaust mir tief in die augen und lächelst mich an ich kapiere jetzt erst ich bin ich der mann,21.88000000000001,dich_gehen_zu_sehn._-_Wingenbach_Frank,de
src\autolyrics\data\data\processed\vocals\dich_gehen_zu_sehn._-_Wingenbach_Frank_0003.wav,er liebe zu zeigen oh fällt mir so schwer bei mir war's eh zieh mich lang her es tut so weh dich gehen zu sehen es tut so weh es tut so weh dich gern zu sehen,28.040000000000006,dich_gehen_zu_sehn._-_Wingenbach_Frank,de
src\autolyrics\data\data\processed\vocals\dich_gehen_zu_sehn._-_Wingenbach_Frank_0004.wav,ich hab mich versteckt um dich zu sehen ich hab mich versteckt um dich zu verstehen doch du liefst immer von mir weg ich hab das nie verstanden es tut so weh dich gehen zu sehen es tut so weh,29.519999999999996,dich_gehen_zu_sehn._-_Wingenbach_Frank,de
src\autolyrics\data\data\processed\vocals\dich_gehen_zu_sehn._-_Wingenbach_Frank_0005.wav,dich gehen zu sehen es tut so weh es tut so weh dich gehen zu sie,14.340000000000003,dich_gehen_zu_sehn._-_Wingenbach_Frank,de
src\autolyrics\data\data\processed\vocals\dich_gehen_zu_sehn._-_Wingenbach_Frank_0006.wav,träume den ganzen tag von dir und hoffe du kommst zu,6.1200000000000045,dich_gehen_zu_sehn._-_Wingenbach_Frank,de
src\autolyrics\data\data\processed\vocals\Die_Revolution_gehört_Dir!_-_partysahnen_0000.wav,du noch damals als wir durch die straßen gingen weißt du noch damals als die revolution in den köpfen war und damals dachten sie sie wären unbeziehbar und damals fühlten sie sich zusammen einfach und schlappbar,26.880000000000003,Die_Revolution_gehört_Dir!_-_partysahnen,de
src\autolyrics\data\data\processed\vocals\Die_Revolution_gehört_Dir!_-_partysahnen_0001.wav,sind sie ins diät und kanklum steiten für freiheit und für revoluzzerum sie rufen gemeinsam so letze und große schlag den hübten frieden urgewald kostet mal und,25.36,Die_Revolution_gehört_Dir!_-_partysahnen,de
src\autolyrics\data\data\processed\vocals\Die_Revolution_gehört_Dir!_-_partysahnen_0002.wav,ich stehe auf der straße und weiß was soll ich hier ich bin nicht dagegen ich bin nicht dafür ich fühle meine oma und geh jetzt nach hause und geh jetzt nach hause wo,19.60000000000001,Die_Revolution_gehört_Dir!_-_partysahnen,de
src\autolyrics\data\data\processed\vocals\Die_Revolution_gehört_Dir!_-_partysahnen_0004.wav,habe mich nicht mehr so lange gemacht ich,6.02000000000001,Die_Revolution_gehört_Dir!_-_partysahnen,de
src\autolyrics\data\data\processed\vocals\Die_Revolution_gehört_Dir!_-_partysahnen_0005.wav,habe mich nicht mehr so lange gemacht ich habe mich nicht mehr so lange gemacht das,26.879999999999995,Die_Revolution_gehört_Dir!_-_partysahnen,de
src\autolyrics\data\data\processed\vocals\Drei_Nüsse_-_patrouille_0000.wav,her komm her komm her zu mir du hast drei wünsche frei komm und sag was wünsch du dir komm her komm her komm her mein kind ich hab für dich drei nüsse mit all den sorgen von gestern heute und morgen geht nur noch die party ab hermit müssen ich geh,24.520000000000003,Drei_Nüsse_-_patrouille,de
src\autolyrics\data\data\processed\vocals\Drei_Nüsse_-_patrouille_0001.wav,ins kdw zum shoppen brocken knallen hüllen fallen und die popkörner poppen nie wieder das brödel und nie wieder füße püssen meine eier muss ich nicht mehr bei der nachbarin ausbogen ich nehme geld auto yacht ein paar von den krassesten schnitten du weißt die echten luxuszeile mit den monster großen augen und die anderen sollen sich meine tracks aus dem netz runtersaugen ich sag anweis,24.619999999999997,Drei_Nüsse_-_patrouille,de
src\autolyrics\data\data\processed\vocals\Drei_Nüsse_-_patrouille_0002.wav,geht und muss nicht mehr um anerkennung bitt komm her komm her komm her zu mir du hast drei wünsche frei komm und sag was wünschst du dir komm her komm her komm her mein kind ich hab für dich drei nüsse die für deine wünsche sind okay das war ein bisschen viel ich nehme nur cash die anderen sachen kann ich kaufen obwohl dann würde ich nicht in der rotation laufen,24.480000000000004,Drei_Nüsse_-_patrouille,de
src\autolyrics\data\data\processed\vocals\Drei_Nüsse_-_patrouille_0003.wav,wunsch nummer 2 ist also ein fetter hitter aber nein da fällt mir eingedogter erfolg an nicht zufriedigend sein okay all was ist mit den weibern ich als hahn im korb voll mit gepiersten leibern ist das wirklich geil mechanischer sex und von keiner geliebt und keine die auf mich von herzen auch nur 10 cent gibt es ist doch scheiße mann ich bin nicht wie die leitenden,24.299999999999997,Drei_Nüsse_-_patrouille,de
src\autolyrics\data\data\processed\vocals\Drei_Nüsse_-_patrouille_0004.wav,reichen auf ihren riesigen booten die sich liebe kaufen die seele ist toten wer steht schon auf den sex und style der reitenden leichen komm her komm her komm her zu mir du hast drei wünsche frei komm und sag was wünschst du dir komm her komm her komm her mein kind ich hab für dich drei nüsse die für deine wünsche,26.33999999999999,Drei_Nüsse_-_patrouille,de
src\autolyrics\data\data\processed\vocals\Drei_Nüsse_-_patrouille_0005.wav,und überhaupt es wär doch traurig auf der yacht rumzulungen während anderswo die menschen verhungern und jeden tag die hummerstückchen aus der schale zu nagen wenn nebenan die raketen im wohnzimmer einschlagen also bleibt nur das auto aber könnte ein leben sinnloser sein da kommt ne fee du hast drei wünsche frei und gefällt nur auto ein für die wichtigen dinge,25.360000000000014,Drei_Nüsse_-_patrouille,de
src\autolyrics\data\data\processed\vocals\Drei_Nüsse_-_patrouille_0006.wav,liebe glück und respekt reicht kein frommawunsch das hab ich gecheckt du gehst mir voll auf die nüsse fee keiner hat dich hier vermisst also pack deine scheiß nüsse ein verpiss dich you are the smith komm her komm her komm her zu mir du hast drei wünsche frei komm und sag was wennst du wir komm her komm her komm her mein kind ich hab,24.74000000000001,Drei_Nüsse_-_patrouille,de
src\autolyrics\data\data\processed\vocals\Drei_Nüsse_-_patrouille_0007.wav,für dich drei nüsse die für deine wünsche sind komm her komm her komm her zu mir du hast drei wünsche frei komm und sag was wennst du wir komm her komm her komm her mein,13.199999999999989,Drei_Nüsse_-_patrouille,de
src\autolyrics\data\data\processed\vocals\Freifliegen_-_durch.dick.und.duenn_0000.wav,will ein flieh 'n dem käfig der mich hält lass dich allein zurück folge dem was mich ruht nächte lang geredet geweint geschworen versinnt gesteh doch endlich ein,27.22,Freifliegen_-_durch.dick.und.duenn,de
src\autolyrics\data\data\processed\vocals\Freifliegen_-_durch.dick.und.duenn_0001.wav,ein ast macht nicht frei ich folge meinem herzen woher es noch ruft und fliegt mich frei von jedem zwang ein kippiges zugleim für das was ich leben will will liefern will,28.119999999999997,Freifliegen_-_durch.dick.und.duenn,de
src\autolyrics\data\data\processed\vocals\Freifliegen_-_durch.dick.und.duenn_0002.wav,es wird wir geben könnte ich dir schmerz erspannen doch dies gebe ich nicht meine freiheit,12.320000000000007,Freifliegen_-_durch.dick.und.duenn,de
src\autolyrics\data\data\processed\vocals\Freifliegen_-_durch.dick.und.duenn_0003.wav,die die die die die die die die die die die die die die die die die die die die die die die die die die die die,27.24000000000001,Freifliegen_-_durch.dick.und.duenn,de
src\autolyrics\data\data\processed\vocals\Freifliegen_-_durch.dick.und.duenn_0004.wav,die mood befreie ich auch befreie ich von mir ich folge meinem herzen wo wer es,25.939999999999998,Freifliegen_-_durch.dick.und.duenn,de
src\autolyrics\data\data\processed\vocals\Freifliegen_-_durch.dick.und.duenn_0005.wav,auch ruft und fliegt mich frei von jedem und jedem zwang ein käfiges zug rein für das was ich leben will leben will erfüllung deiner träume will ich dir wünschen erbauen,26.78,Freifliegen_-_durch.dick.und.duenn,de
src\autolyrics\data\data\processed\vocals\Freifliegen_-_durch.dick.und.duenn_0006.wav,wir eine neue welt einen käfig der sie hält,18.460000000000008,Freifliegen_-_durch.dick.und.duenn,de
src\autolyrics\data\data\processed\vocals\Freifliegen_-_durch.dick.und.duenn_0007.wav,ist der erste teil des videos ich habe hier die,5.739999999999981,Freifliegen_-_durch.dick.und.duenn,de
src\autolyrics\data\data\processed\vocals\Ich_kann_dich_nicht_vergessen_-_Wingenbach_Frank_0000.wav,werde nicht aufwärmen dich so liebe in meinem kopf sind all deine bilder und die erinnerung halt nicht meine wunden ich,24.160000000000004,Ich_kann_dich_nicht_vergessen_-_Wingenbach_Frank,de
src\autolyrics\data\data\processed\vocals\Ich_kann_dich_nicht_vergessen_-_Wingenbach_Frank_0001.wav,will dich sehen für ein paar stunden ich kann dich nicht vergessen es gelingt mir nicht ich warte bis das eis zusammenbricht,21.92,Ich_kann_dich_nicht_vergessen_-_Wingenbach_Frank,de
src\autolyrics\data\data\processed\vocals\Ich_kann_dich_nicht_vergessen_-_Wingenbach_Frank_0002.wav,ich halte es nicht mehr aus es tut so weh der schmerz wird stärker wenn ich dich seh,13.320000000000007,Ich_kann_dich_nicht_vergessen_-_Wingenbach_Frank,de
src\autolyrics\data\data\processed\vocals\Ich_kann_dich_nicht_vergessen_-_Wingenbach_Frank_0003.wav,deinen blauen augen hast du mich verzaubert du hast mein herz im sturm erobert du bist in meinem herzen drin so ergibt mein leben einen sinn dein lächeln kann so schön sein mein,27.960000000000008,Ich_kann_dich_nicht_vergessen_-_Wingenbach_Frank,de
src\autolyrics\data\data\processed\vocals\Ich_kann_dich_nicht_vergessen_-_Wingenbach_Frank_0004.wav,traum war rein ich halte es nicht mehr aus es tut so weh der schwerz wird stärker wenn ich dich seh ich kann dich nicht vergessen es gelingt mir nicht,27.69999999999999,Ich_kann_dich_nicht_vergessen_-_Wingenbach_Frank,de
src\autolyrics\data\data\processed\vocals\Ich_kann_dich_nicht_vergessen_-_Wingenbach_Frank_0005.wav,ich warte bis das eis zusammenbricht ich halte es nicht mehr aus es tut so weh der schwert wird stärker wenn ich dich sehe,26.23999999999998,Ich_kann_dich_nicht_vergessen_-_Wingenbach_Frank,de
src\autolyrics\data\data\processed\vocals\Ich_kann_dich_nicht_vergessen_-_Wingenbach_Frank_0006.wav,kann nicht nicht vergessen es gelingt mir nicht ich warte bis das eis zusammenbrücht ich halte es nicht mehr aus es tut so weh,23.460000000000008,Ich_kann_dich_nicht_vergessen_-_Wingenbach_Frank,de
src\autolyrics\data\data\processed\vocals\Ich_kann_dich_nicht_vergessen_-_Wingenbach_Frank_0007.wav,der schwerz wird stärker wenn ich dich seh ich,24.319999999999993,Ich_kann_dich_nicht_vergessen_-_Wingenbach_Frank,de
src\autolyrics\data\data\processed\vocals\Ich_kann_dich_nicht_vergessen_-_Wingenbach_Frank_0008.wav,kann dich nicht vergessen es gelingt mir nicht ich warte bis das eis zusammenbrücht,12.219999999999999,Ich_kann_dich_nicht_vergessen_-_Wingenbach_Frank,de
src\autolyrics\data\data\processed\vocals\Keine_Lust_-_Jonny_M_0000.wav,dazwischen fungst mit dauernd alles vorhältst und dass selber nicht versuchst keine lust darauf immer dasselbe zu hören hältst ins wohl ich bin möglich dass mich so was manchmal stört keine lust darauf immer dasselbe zu tun ich hab kein bock mehr drauf also lass mich doch in ruhe keine lust nein nein nein keine lust ich hab keine lust nein nein nein keine lust ob du hast ey,26.46,Keine_Lust_-_Jonny_M,de
src\autolyrics\data\data\processed\vocals\Keine_Lust_-_Jonny_M_0001.wav,ich hab keine lust darauf dass du mich jeweils fertig machst mich immer kritisierst und dabei debaggern ich schaff's keine lust dadurch dass du dauernd etwas hast nie passt dir was sondern sag's dich etwa sag keine lust darauf meistens schuld zu sein du kriegst gar nichts auf die reihe und lässt dich auf dich sein keine lust,18.300000000000004,Keine_Lust_-_Jonny_M,de
src\autolyrics\data\data\processed\vocals\Keine_Lust_-_Jonny_M_0002.wav,dazwischen fungst mir dauern alles vorhälz' und es selber nicht versuch's keine lust darauf immer dasselbe zu hören hält's es wohl nicht so möglich dass mich so was manchmal stört keine lust darauf immer dasselbe zu tun ich hab' kein bock mehr drauf also lass mich doch in ruhe keine lust mir das leben und ab die vermassel zu lassen sag mir nicht ich kann was besser machen ich hab' keine lust mir das leben und ab die vermassel zu lassen,24.659999999999997,Keine_Lust_-_Jonny_M,de
src\autolyrics\data\data\processed\vocals\Keine_Lust_-_Jonny_M_0003.wav,sag mir nicht ich könnte besser machen ich habe keine lust nein nein nein keine lust ich habe keine lust nein nein nein keine lust hey ich habe keine lust nein nein nein keine lust ich hab keine lust nein nein nein keine lust oh oh oh oh oh oh oh oh oh oh oh oh oh,27.319999999999993,Keine_Lust_-_Jonny_M,de
src\autolyrics\data\data\processed\vocals\Keine_Lust_-_Jonny_M_0004.wav,oh ich hab keine lust nein nein nein keine lust oh oh oh ich hab keine lust nein nein nein keine lust oh oh oh ich hab keine lust ich hab keine lust ich hab keine lust ich hab keine lust ich hab keine lust,26.659999999999997,Keine_Lust_-_Jonny_M,de
src\autolyrics\data\data\processed\vocals\Keine_Lust_-_Jonny_M_0005.wav,ich hab keine lust ich hab keine lust ich hab keine lust ich hab keine lust keine lust ich hab keine,13.47999999999999,Keine_Lust_-_Jonny_M,de
src\autolyrics\data\data\processed\vocals\Musik_-_Heiko_0000.wav,welt um mich herum die welt um mich herum bewegt sich stetig alles rauscht nur so an mir vorbei sehr alles nur verschleiert schad so weit weg doch ist es hier,27.84,Musik_-_Heiko,de
src\autolyrics\data\data\processed\vocals\Musik_-_Heiko_0001.wav,ich fühl mich hypnotisiert und von weiten fernt höre ich ein geräusch ein zartaglar der mein herz erfreut musik du bist zurück um mich mit liebe aufzufüllen,27.480000000000004,Musik_-_Heiko,de
src\autolyrics\data\data\processed\vocals\Musik_-_Heiko_0002.wav,um meine seele zu berühren sind die depression auch noch so groß holst du mich immer wieder raus gibst mir mut und kraft für jeden neuen tag,22.599999999999994,Musik_-_Heiko,de
src\autolyrics\data\data\processed\vocals\Musik_-_Heiko_0003.wav,wäre ich taub oder wäre ich stumm hätte ich all diese lieder nie gesungen hätte ich nicht mal gewusst wie mir jetzt geschieht musik du bist zurück um mich mit liebe aufzufüllen,22.540000000000006,Musik_-_Heiko,de
src\autolyrics\data\data\processed\vocals\Musik_-_Heiko_0004.wav,erde kreist und kreist sie dreht sich je weg alles kommt und zieht vorbei suche ordnung in dem chaos suche frieden in dem krieg und wundermäch warum's nicht geht,29.25999999999999,Musik_-_Heiko,de
src\autolyrics\data\data\processed\vocals\Musik_-_Heiko_0005.wav,und von weit entfernt höre ich ein geräusch ein zartatlar der mein herz erfreut musik du bist zurück um mich mit liebe aufzufüllen um meine seele zu berühren,27.879999999999995,Musik_-_Heiko,de
src\autolyrics\data\data\processed\vocals\Musik_-_Heiko_0006.wav,sind die depression auch noch so groß holst du mich immer wieder raus giss mit mir mut und kraft für jeden neuen tag wäre ich taub oder wäre ich stumm hätte ich all diese lieder nie gesungen hätte ich nicht mal gewusst wie mir jetzt geschieht,29.700000000000017,Musik_-_Heiko,de
src\autolyrics\data\data\processed\vocals\Musik_-_Heiko_0007.wav,musik du bist zurück um mich mit liebe aufzufüllen um meine seele zu berühmen,16.539999999999992,Musik_-_Heiko,de
src\autolyrics\data\data\processed\vocals\Musik_-_Heiko_0008.wav,das ist der erste teil des videos das ist der erste teil des videos das ist der erste teil des videos das ist der erste teil des videos das ist der erste teil des videos das ist der erste teil des videos das ist der erste teil des videos das ist der erste teil des videos das ist der erste teil des videos das ist der erste teil des videos das ist der erste teil des videos das ist der erste teil des videos das ist,24.920000000000016,Musik_-_Heiko,de
src\autolyrics\data\data\processed\vocals\Schnodderdodder_-_Abendblau_0000.wav,die schnee männer im garten wachsen und die eisapfen vom dach runter krexen wenn die eiskristalle an der scheide haften kann ich die kette meist nicht verkraften und dann lieg ich krank im bett wenn meine stürmdamm glüht und mein atem rasselt der doktor kommt und lauter blödsinn quasselt,26.000000000000004,Schnodderdodder_-_Abendblau,de
src\autolyrics\data\data\processed\vocals\Schnodderdodder_-_Abendblau_0001.wav,rimmt der schnupfern aus dem nasenloch die taschentücher sind leer jedoch dann zieh ich den schnurr da hoch,12.560000000000002,Schnodderdodder_-_Abendblau,de
src\autolyrics\data\data\processed\vocals\Schnodderdodder_-_Abendblau_0002.wav,da da da da da da da da da da da da da da da da da da da den schnader hoch wenn's ein schlimmer wird ist meine stimme weg die beine schmerzen wenn ich sie streck wenn ich husten muss,29.700000000000003,Schnodderdodder_-_Abendblau,de
src\autolyrics\data\data\processed\vocals\Schnodderdodder_-_Abendblau_0003.wav,spuck ich gelbe schleim zwei wochen lang bleib ich daheim und ich zieh hier den schnodder hoch ja der schnurr tot tot tom der rotz rop tom der rassel quastel und das schlimme schlammassel der fiesi kein mit dem gelben schleim die spütze die hitze und das ganze geschwütze und ich zieh,26.040000000000006,Schnodderdodder_-_Abendblau,de
src\autolyrics\data\data\processed\vocals\Schnodderdodder_-_Abendblau_0004.wav,hier den schnodder hoch wenn ich niesen muss kriegst du auch was ab von dem gelben schleim dann machst du schlapp schon sind wir zu zweit und bohren m der nase und rotzen ins händ bis zur x tase und zieh ihn den schnaller hoch er,25.11999999999999,Schnodderdodder_-_Abendblau,de
